OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
692,073-0074,4107-003,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
693,095-0080,1116-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
694,071-0042,2346-000,Sentier pédestre,L'Île-Bizard-Sainte-Geneviève,Plein air
695,003-0092,0413-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
696,004-0021,2815-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
697,004-0100,2424-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
698,004-0328,0259-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
699,081-0015,0010-000,Tennis,Ahuntsic-Cartierville,Sportif
700,042-0120,2553-000,Jeux d'eau,Montréal-Nord,Récréatif
701,042-0090,2444-000,Jeux d'eau,LaSalle,Récréatif
702,055-0071,2015-000,Piscine extérieure,Anjou,Récréatif
703,063-0007,2690-000,Quai,Pierrefonds-Roxboro,Plein air
704,010-0017,2893-000,Aire de planche à roulette,Verdun,Récréatif
705,098-0002,0596-018,Jeu d'échecs,Ville-Marie,Récréatif
706,042-0022,0004-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
707,005-0037,2867-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
708,003-0006,2797-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
709,004-0363,0924-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
710,071-0022,2470-000,Sentier pédestre,Lachine,Plein air
711,003-0117,0210-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
712,054-0013,0311-000,Ping-pong,Le Sud-Ouest,Loisirs et détente
713,055-0034,2675-000,Piscine extérieure,Pierrefonds-Roxboro,Récréatif
714,048-0011,0219-000,Palet,Rosemont-La Petite-Patrie,Loisirs et détente
715,095-0018,0015-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
716,054-0015,2852-000,Ping-pong,Saint-Léonard,Loisirs et détente
717,049-0029,0102-000,Pastille - Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
718,050-0092,2010-000,Pataugeoire,Anjou,Récréatif
719,004-0412,0105-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
720,012-0021,2937-000,Aire d'entraînement pour adultes,Verdun,Loisirs et détente
721,070-0019,0391-000,Sentier de ski de fond,Ville-Marie,Plein air
722,005-0029,1007-000,Aire de jeu combiné,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
723,004-0201,2713-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
724,073-0062-76-S2,2891-000,Soccer sous-terrain à 7,Verdun,Sportif
725,021-0018,0401-000,Bocce,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
726,003-0337,2457-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
727,005-0030, ,Aire de jeu combiné,Montréal-Nord,Aire de jeu - enfant
728,073-0090,1267-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
729,081-0046,2689-000,Tennis,Pierrefonds-Roxboro,Sportif
730,004-0178,2653-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
731,003-0167,0939-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
732,076-0062,2357-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
733,004-0053,0236-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
734,004-0230,0523-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
735,049-0015,2700-005,Pastille - Basketball,Pierrefonds-Roxboro,Récréatif
736,003-0150,0198-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
737,089-0053,0482-000,Volleyball de plage,Mercier-Hochelaga-Maisonneuve,Récréatif
738,009-0029,0509-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
739,074-0007,0424-000,Soccer / Football,Ahuntsic-Cartierville,Sportif
740,008-0010,9503-000,Aire de pêche autorisée,Pierrefonds-Roxboro,Plein air
741,009-0031,0172-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
742,005-0031,2561-000,Aire de jeu combiné,Montréal-Nord,Aire de jeu - enfant
743,034-0010,0256-000,Football,Le Sud-Ouest,Sportif
744,081-0047,2710-000,Tennis,Pierrefonds-Roxboro,Sportif
745,003-0273,0671-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
746,073-0073,0345-000,Soccer à 11,Le Sud-Ouest,Sportif
747,065-0001,0202-000,Patinoire 4 saisons,Rosemont-La Petite-Patrie,Récréatif
748,016-0029,0005-000,Balle,Ahuntsic-Cartierville,Sportif
749,052-0080,0172-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
750,004-0110,0221-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
751,050-0059,0260-002,Pataugeoire,Le Sud-Ouest,Récréatif
752,053-0086,0059-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
753,074-0018,1807-004,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
754,004-0365,0764-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
755,016-0025,0411-000,Balle,Ahuntsic-Cartierville,Sportif
756,012-0023,0985-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
757,003-0355,0301-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
758,012-0032,1267-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
759,003-0332,2453-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
760,004-0305,2468-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
761,089-0059,2850-000,Volleyball de plage,Saint-Léonard,Récréatif
762,073-0086,2564-000,Soccer à 11,Montréal-Nord,Sportif
763,095-0070,1860-014,Pétanque,Montréal-Nord,Loisirs et détente
764,004-0002,2793-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
765,018-0040,0590-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
766,095-0092,2005-000,Pétanque,Anjou,Loisirs et détente
767,055-0068,2005-000,Piscine extérieure,Anjou,Récréatif
768,052-0082,0170-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
769,036-0001, ,Golf,Lachine,Sportif
770,055-0057,0708-000,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
771,070-0020,9543-000,Sentier de ski de fond,Pierrefonds-Roxboro,Plein air
772,050-0044,0252-000,Pataugeoire,Ville-Marie,Récréatif
773,076-0153,2857-000,Soccer à 7,Saint-Léonard,Sportif
774,012-0005,2796-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
775,004-0429,0109-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
776,073-0076,4107-003,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
777,070-0008,2422-000,Sentier de ski de fond,Lachine,Plein air
778,005-0013,2716-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
779,013-0040,0492-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
780,004-0271,2911-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
781,004-0325,0279-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
782,003-0298,2898-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
783,049-0014,2667-000,Pastille - Basketball,Pierrefonds-Roxboro,Récréatif
784,004-0347,0916-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
785,042-0008,2808-000,Jeux d'eau,Saint-Laurent,Récréatif
786,003-0288,0161-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
787,055-0015,2397-000,Piscine extérieure,Lachine,Récréatif
788,016-0073,2651-000,Balle,Pierrefonds-Roxboro,Sportif
789,016-0124,1083-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
790,076-0118,0973-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
791,081-0040,2660-000,Tennis,Pierrefonds-Roxboro,Sportif
792,004-0446,2855-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
793,003-0014,2834-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
794,074-0020,1807-200,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
795,053-0085,0110-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
796,073-0077,1192-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
797,055-0072,2853-000,Piscine extérieure,Saint-Léonard,Récréatif
798,070-0013,2405-000,Sentier de ski de fond,Lachine,Plein air
799,042-0121,0102-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
800,053-0047,0146-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
801,004-0048,0224-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
802,016-0013,0061-000,Balle,Le Plateau-Mont-Royal,Sportif
803,042-0029,0012-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
804,013-0042,0188-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
805,055-0013, ,Piscine extérieure,Lachine,Récréatif
806,095-0023,2394-000,Pétanque,Lachine,Loisirs et détente
807,028-0003,0024-000,Croquet,Ahuntsic-Cartierville,Récréatif
808,004-0331,1000-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
809,073-0060, ,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
810,003-0318,2915-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
811,076-0136,0101-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
812,053-0037,2601-000,Patinoire sans bandes,Outremont,Récréatif
813,004-0051,0336-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
814,053-0069,0970-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
815,053-0081,0097-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
816,049-0012, ,Pastille - Basketball,Outremont,Récréatif
817,063-0013,1140-000,Quai,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
818,042-0035,0219-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
819,003-0331,2450-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
820,073-0103,2010-000,Soccer à 11,Anjou,Sportif
821,002-0001,2807-000,Aire de glissade,Saint-Laurent,Loisirs et détente
822,031-0003,3815-000,Étang / lac,Saint-Laurent,Plein air
823,018-0003,2797-000,Basketball,Saint-Laurent,Récréatif
824,018-0019, ,Basketball,Le Plateau-Mont-Royal,Récréatif
825,002-0004,2818-000,Aire de glissade,Saint-Laurent,Loisirs et détente
826,004-0268,2929-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
827,016-0133,0111-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
828,003-0467,0110-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
829,045-0001,0413-000,Multisport,Ahuntsic-Cartierville,Sportif
830,016-0161,2858-000,Balle,Saint-Léonard,Sportif
831,053-0060,2898-000,Patinoire sans bandes,Verdun,Récréatif
832,004-0027,2818-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
833,004-0001,2790-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
834,004-0168, ,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
835,003-0347,2484-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
836,042-0076,2932-000,Jeux d'eau,Verdun,Récréatif
837,004-0133,0406-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
838,076-0116,0678-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
839,003-0019,2811-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
840,028-0006,0011-000,Croquet,Ahuntsic-Cartierville,Récréatif
841,042-0038,0590-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
842,003-0400,0904-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
843,081-0052,0146-000,Tennis,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
844,053-0030,0950-001,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
845,073-0035-76-S2,0950-440,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
846,074-0010-76-S1,2612-000,Soccer sous-terrain à 7,Outremont,Sportif
847,050-0081,0114-001,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
848,002-0010,9541-000,Aire de glissade,Ahuntsic-Cartierville,Loisirs et détente
849,004-0153, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
850,071-0040,9503-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
851,095-0059,0278-001,Pétanque,Le Sud-Ouest,Loisirs et détente
852,095-0100,2605-000,Pétanque,Outremont,Loisirs et détente
853,018-0008,2808-000,Basketball,Saint-Laurent,Récréatif
854,003-0490,2010-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
855,004-0212,2700-007,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
856,042-0054,0593-000,Jeux d'eau,Ville-Marie,Récréatif
857,018-0088,2925-000,Basketball,Verdun,Récréatif
858,003-0484,2003-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
859,003-0476,0128-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
860,004-0314,0797-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
861,018-0135,2851-000,Basketball,Saint-Léonard,Récréatif
862,003-0475,0115-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
863,004-0427,0056-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
864,003-0333,2458-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
865,003-0227,2675-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
866,018-0073,2689-000,Basketball,Pierrefonds-Roxboro,Récréatif
867,071-0012,0032-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
868,034-0002, ,Football,Saint-Laurent,Sportif
869,004-0017,2810-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
870,013-0001,2798-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
871,073-0089, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
872,005-0007,1094-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
873,009-0034,0140-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
874,003-0492,2012-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
875,018-0113,1083-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
876,021-0061,2858-000,Bocce,Saint-Léonard,Loisirs et détente
877,003-0468,0496-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
878,004-0165,0252-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
879,004-0160,0251-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
880,003-0428,2550-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
881,073-0027,0126-000,Soccer à 11,Rosemont-La Petite-Patrie,Sportif
882,016-0003,2798-000,Balle,Saint-Laurent,Sportif
883,042-0095,2457-000,Jeux d'eau,LaSalle,Récréatif
884,053-0048,0510-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
885,089-0048,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
886,018-0072,2674-000,Basketball,Pierrefonds-Roxboro,Récréatif
887,095-0082,0080-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
888,003-0251, ,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
889,050-0013,0236-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
890,075-0047,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
891,009-0037,2453-000,Aire de pique-nique,LaSalle,Plein air
892,003-0077,0024-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
893,009-0019,9543-000,Aire de pique-nique,Ahuntsic-Cartierville,Plein air
894,042-0139,2854-000,Jeux d'eau,Saint-Léonard,Récréatif
895,055-0021,0211-000,Piscine extérieure,Rosemont-La Petite-Patrie,Récréatif
896,076-0015,0025-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
897,042-0001,2793-000,Jeux d'eau,Saint-Laurent,Récréatif
898,018-0133,2010-000,Basketball,Anjou,Récréatif
899,054-0004,0236-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
900,073-0030,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
901,004-0218,2727-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
902,004-0022,2816-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
903,053-0082,0188-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
904,003-0452,0656-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
905,081-0002,2818-000,Tennis,Saint-Laurent,Sportif
906,009-0056,1176-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
907,052-0029,0014-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
908,052-0009,2793-000,Patinoire avec bandes,Saint-Laurent,Récréatif
909,003-0074,0004-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
910,095-0013,0426-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
911,042-0140,2857-000,Jeux d'eau,Saint-Léonard,Récréatif
912,013-0043,0105-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
913,012-0048,0043-000,Aire d'entraînement pour adultes,Ville-Marie,Loisirs et détente
914,042-0102,1073-000,Jeux d'eau,Le Sud-Ouest,Récréatif
915,042-0146,0210-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
916,073-0022,2430-006,Soccer à 11,Lachine,Sportif
917,073-0050,2348-000,Soccer à 11,L'Île-Bizard-Sainte-Geneviève,Sportif
918,003-0363,1088-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
919,004-0109,1064-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
920,073-0001-76-S1,2826-000,Soccer sous-terrain à 7,Saint-Laurent,Sportif
921,018-0050,0952-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
922,051-0003,2450-000,Patinoire réfrigérée / Basketball,LaSalle,Récréatif
923,052-0077,0146-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
924,076-0122,1860-014,Soccer à 7,Montréal-Nord,Sportif
925,050-0057,2904-000,Pataugeoire,Verdun,Récréatif
926,005-0033,2868-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
927,081-0042,2675-000,Tennis,Pierrefonds-Roxboro,Sportif
928,004-0450,2859-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
929,076-0101,0964-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
930,004-0034,0338-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
931,016-0095,0162-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
932,063-0002, ,Quai,Lachine,Plein air
933,075-0006,0010-000,Soccer à 4-5,Ahuntsic-Cartierville,Sportif
934,010-0025,2564-000,Aire de planche à roulette,Montréal-Nord,Récréatif
935,003-0302,2931-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
936,073-0056, ,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
937,042-0058,2348-000,Jeux d'eau,L'Île-Bizard-Sainte-Geneviève,Récréatif
938,054-0005,0649-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
939,018-0078,1148-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
940,070-0015,0085-000,Sentier de ski de fond,Rosemont-La Petite-Patrie,Plein air
941,004-0253,2894-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
942,004-0102,1186-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
943,004-0375,0695-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
944,021-0031,2466-000,Bocce,LaSalle,Loisirs et détente
945,073-0066,2476-000,Soccer à 11,LaSalle,Sportif
946,052-0045,0209-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
947,050-0011,0061-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
948,071-0062, ,Sentier pédestre,Anjou,Plein air
949,073-0033,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
950,012-0034,0188-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
951,075-0058,0875-000,Soccer à 4-5,Le Sud-Ouest,Sportif
952,054-0019,0596-018,Ping-pong,Ville-Marie,Loisirs et détente
953,003-0393,0718-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
954,076-0040,0937-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
955,010-0010,0941-000,Aire de planche à roulette,Villeray-Saint-Michel-Parc-Extension,Récréatif
956,004-0155, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
957,034-0003,2818-000,Football,Saint-Laurent,Sportif
958,042-0007,2807-000,Jeux d'eau,Saint-Laurent,Récréatif
959,018-0122,2562-000,Basketball,Montréal-Nord,Récréatif
960,004-0151,1147-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
961,076-0127, ,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
962,004-0380,2551-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
963,003-0113,0202-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
964,081-0093,2012-000,Tennis,Anjou,Sportif
965,004-0077,1103-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
966,081-0096,2853-000,Tennis,Saint-Léonard,Sportif
967,011-0003,0094-000,Aire de tir à l'arc,Mercier-Hochelaga-Maisonneuve,Sportif
968,004-0272,2912-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
969,003-0359,0797-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
970,018-0025,0011-000,Basketball,Ahuntsic-Cartierville,Récréatif
971,052-0076,0146-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
972,081-0010,0224-000,Tennis,Le Plateau-Mont-Royal,Sportif
973,018-0097,2464-000,Basketball,LaSalle,Récréatif
974,004-0295,2460-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
975,076-0030,0127-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
976,082-0001,0061-000,Théâtre extérieur,Le Plateau-Mont-Royal,Loisirs et détente
977,095-0006,0594-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
978,018-0125,1267-000,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
979,003-0411,0971-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
980,095-0058,0260-002,Pétanque,Le Sud-Ouest,Loisirs et détente
981,081-0037,2653-000,Tennis,Pierrefonds-Roxboro,Sportif
982,019-0001,0391-000,Bassin olympique,Ville-Marie,Sportif
983,012-0049,0356-000,Aire d'entraînement pour adultes,Le Sud-Ouest,Loisirs et détente
984,018-0120,2556-000,Basketball,Montréal-Nord,Récréatif
985,004-0135,0198-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
986,003-0144,0302-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
987,050-0070,2556-000,Pataugeoire,Montréal-Nord,Récréatif
988,016-0128,2551-000,Balle,Montréal-Nord,Sportif
989,004-0103,0291-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
990,005-0004,0295-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
991,042-0069,0170-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
992,075-0018,2430-006,Soccer à 4-5,Lachine,Sportif
993,052-0103,0704-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
994,004-0007,2798-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
995,071-0037,2681-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
996,042-0047,1269-000,Jeux d'eau,Ville-Marie,Récréatif
997,055-0006,2813-000,Piscine extérieure,Saint-Laurent,Récréatif
998,056-0013,9502-000,Piste cyclable,L'Île-Bizard-Sainte-Geneviève,Plein air
999,073-0065,2442-000,Soccer à 11,LaSalle,Sportif
1000,016-0061,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
1001,052-0125,2010-000,Patinoire avec bandes,Anjou,Récréatif
1002,004-0098,2423-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
