OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
1003,073-0008, ,Soccer à 11,Saint-Laurent,Sportif
1004,081-0067,2464-000,Tennis,LaSalle,Sportif
1005,003-0314,2914-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1006,076-0033,0196-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
1007,055-0008,2799-000,Piscine extérieure,Saint-Laurent,Récréatif
1008,021-0051,2010-000,Bocce,Anjou,Loisirs et détente
1009,055-0050,2466-000,Piscine extérieure,LaSalle,Récréatif
1010,032-0021,2398-000,Fer / Galet,Lachine,Loisirs et détente
1011,009-0045,2567-000,Aire de pique-nique,Montréal-Nord,Plein air
1012,053-0012,0023-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
1013,062-0003,0219-000,Plancher de danse,Rosemont-La Petite-Patrie,Loisirs et détente
1014,004-0337,0926-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1015,018-0100,0342-000,Basketball,Le Sud-Ouest,Récréatif
1016,004-0442,2869-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
1017,075-0093,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1018,004-0461,0238-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1019,004-0426,0115-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1020,052-0040,0202-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1021,089-0047,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
1022,004-0124,0243-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1023,056-0008,0391-000,Piste cyclable,Ville-Marie,Plein air
1024,042-0034,1173-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
1025,010-0015,2348-000,Aire de planche à roulette,L'Île-Bizard-Sainte-Geneviève,Récréatif
1026,004-0073,0010-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1027,004-0302,2466-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1028,003-0220,2667-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1029,095-0011,0018-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
1030,095-0004,2816-000,Pétanque,Saint-Laurent,Loisirs et détente
1031,003-0259,2369-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1032,012-0033,0482-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1033,012-0019,0509-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1034,004-0405,0099-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1035,072-0020,2662-000,Anneau / Rond de glace,Pierrefonds-Roxboro,Loisirs et détente
1036,001-0014,0986-000,Arbri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1037,073-0038,0270-000,Soccer à 11,Ville-Marie,Sportif
1038,053-0009,0007-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
1039,031-0014,0341-000,Étang / lac,Le Sud-Ouest,Plein air
1040,073-0031,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
1041,009-0002,2798-000,Aire de pique-nique,Saint-Laurent,Plein air
1042,016-0018,0424-000,Balle,Ahuntsic-Cartierville,Sportif
1043,075-0013,2391-000,Soccer à 4-5,Lachine,Sportif
1044,016-0137,0097-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1045,058-0012,2442-000,Piste d'athlétisme (400m) et équipements,LaSalle,Sportif
1046,081-0063,2451-000,Tennis,LaSalle,Sportif
1047,055-0042,2907-000,Piscine extérieure,Verdun,Récréatif
1048,004-0419,0110-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1049,021-0041,0973-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1050,003-0352,0348-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1051,003-0196,0384-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
1052,004-0154, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
1053,013-0011,0012-000,Aire d'exercice canin,Ahuntsic-Cartierville,Loisirs et détente
1054,005-0039,2874-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
1055,021-0038,0983-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1056,095-0079,0105-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1057,075-0044,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1058,003-0306,2903-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1059,010-0005,2397-000,Aire de planche à roulette,Lachine,Récréatif
1060,004-0138,0401-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1061,003-0346,2467-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1062,089-0013,0061-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
1063,076-0089,2465-000,Soccer à 7,LaSalle,Sportif
1064,002-0030,0494-000,Aire de glissade,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1065,053-0075,0974-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1066,003-0401,0700-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1067,074-0022,2469-000,Soccer / Football,LaSalle,Sportif
1068,050-0061,0376-000,Pataugeoire,Le Sud-Ouest,Récréatif
1069,003-0408,0974-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1070,050-0008,2807-000,Pataugeoire,Saint-Laurent,Récréatif
1071,004-0377, ,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1072,095-0034,0126-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1073,003-0285,0140-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1074,050-0066,0679-000,Pataugeoire,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1075,004-0045, ,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1076,018-0092, ,Basketball,LaSalle,Récréatif
1077,016-0072,0909-000,Balle,Ville-Marie,Sportif
1078,025-0002,2014-000,Ciné-parc,Anjou,Loisirs et détente
1079,052-0093,2468-000,Patinoire avec bandes,LaSalle,Récréatif
1080,004-0128,0948-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1081,052-0130,2850-000,Patinoire avec bandes,Saint-Léonard,Récréatif
1082,042-0111,0978-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1083,089-0046,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
1084,003-0321,2920-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1085,021-0021,0938-000,Bocce,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1086,076-0058,2714-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
1087,075-0031,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1088,004-0097,2421-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
1089,016-0090,0157-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1090,016-0057,0207-000,Balle,Rosemont-La Petite-Patrie,Sportif
1091,075-0008,0012-000,Soccer à 4-5,Ahuntsic-Cartierville,Sportif
1092,027-0005,0139-000,Cricket,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1093,003-0202,2652-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1094,067-0003,0025-000,Scène,Ahuntsic-Cartierville,Loisirs et détente
1095,004-0071,0002-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1096,089-0039,2907-000,Volleyball de plage,Verdun,Récréatif
1097,004-0409,0114-001,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1098,004-0257,2899-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1099,004-0263,2924-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1100,055-0033,2730-019,Piscine extérieure,Pierrefonds-Roxboro,Récréatif
1101,042-0115,0924-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1102,013-0029,2898-000,Aire d'exercice canin,Verdun,Loisirs et détente
1103,073-0104,1267-000,Soccer à 11,Anjou,Sportif
1104,076-0112,0692-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1105,073-0101, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1106,071-0025,2403-000,Sentier pédestre,Lachine,Plein air
1107,076-0022,2430-002,Soccer à 7,Lachine,Sportif
1108,003-0234,2688-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1109,050-0007,2813-000,Pataugeoire,Saint-Laurent,Récréatif
1110,063-0012,1840-000,Quai,Le Sud-Ouest,Plein air
1111,004-0318,0349-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1112,018-0044,0298-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
1113,076-0150,2853-000,Soccer à 7,Saint-Léonard,Sportif
1114,055-0056,4107-002,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1115,052-0071,2350-000,Patinoire avec bandes,L'Île-Bizard-Sainte-Geneviève,Récréatif
1116,074-0005-76-S1,1860-012,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
1117,075-0078,2852-000,Soccer à 4-5,Saint-Léonard,Sportif
1118,003-0481,2001-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
1119,003-0083,0010-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1120,067-0016,0946-000,Scène,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1121,021-0055,2853-000,Bocce,Saint-Léonard,Loisirs et détente
1122,050-0082,0094-000,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
1123,005-0015,2673-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
1124,003-0135,0126-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1125,049-0028, ,Pastille - Basketball,Montréal-Nord,Récréatif
1126,076-0098,4107-003,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1127,004-0148,0939-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1128,016-0104,2460-000,Balle,LaSalle,Sportif
1129,081-0095,2852-000,Tennis,Saint-Léonard,Sportif
1130,073-0087,2562-000,Soccer à 11,Montréal-Nord,Sportif
1131,013-0025,0170-000,Aire d'exercice canin,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1132,067-0009,0391-000,Scène,Ville-Marie,Loisirs et détente
1133,018-0101,1078-000,Basketball,Le Sud-Ouest,Récréatif
1134,042-0082,2933-000,Jeux d'eau,Verdun,Récréatif
1135,055-0009,0236-000,Piscine extérieure,Le Plateau-Mont-Royal,Récréatif
1136,018-0034,0211-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
1137,074-0017, ,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1138,053-0083,0083-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1139,054-0010,2653-000,Ping-pong,Pierrefonds-Roxboro,Loisirs et détente
1140,004-0296,2461-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1141,012-0002,2832-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
1142,073-0095-76-S1,0482-000,Soccer sous-terrain à 7,Mercier-Hochelaga-Maisonneuve,Sportif
1143,004-0251,0162-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1144,055-0061,2559-000,Piscine extérieure,Montréal-Nord,Récréatif
1145,052-0109,0679-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1146,004-0330,1004-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1147,065-0016,0256-000,Patinoire 4 saisons,Le Sud-Ouest,Récréatif
1148,003-0185,0251-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
1149,003-0180,2620-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
1150,004-0116,0197-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1151,016-0149,2001-000,Balle,Anjou,Sportif
1152,012-0020,0160-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1153,076-0138,2001-000,Soccer à 7,Anjou,Sportif
1154,071-0038,2684-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
1155,005-0027,2459-000,Aire de jeu combiné,LaSalle,Aire de jeu - enfant
1156,013-0027,0179-000,Aire d'exercice canin,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1157,003-0434, ,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
1158,056-0003,0029-000,Piste cyclable,Ahuntsic-Cartierville,Plein air
1159,073-0080, ,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1160,072-0029,2560-000,Anneau / Rond de glace,Montréal-Nord,Loisirs et détente
1161,004-0244,0140-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1162,013-0013,0202-000,Aire d'exercice canin,Rosemont-La Petite-Patrie,Loisirs et détente
1163,089-0050, ,Volleyball de plage,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1164,004-0012,2804-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1165,052-0105,0700-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1166,076-0105,0923-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1167,009-0039,0351-000,Aire de pique-nique,Le Sud-Ouest,Plein air
1168,004-0288,2454-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1169,052-0067,2710-000,Patinoire avec bandes,Pierrefonds-Roxboro,Récréatif
1170,072-0024,2469-000,Anneau / Rond de glace,LaSalle,Loisirs et détente
1171,012-0052,2854-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
1172,013-0006,2805-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
1173,070-0010,2403-000,Sentier de ski de fond,Lachine,Plein air
1174,076-0051,,Soccer à 7,Pierrefonds-Roxboro,Sportif
1175,055-0069,2010-000,Piscine extérieure,Anjou,Récréatif
1176,042-0092,2453-000,Jeux d'eau,LaSalle,Récréatif
1177,013-0024,0160-000,Aire d'exercice canin,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1178,043-0001,2414-000,Marina,Lachine,Plein air
1179,050-0020,0413-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
1180,076-0003,2826-000,Soccer à 7,Saint-Laurent,Sportif
1181,005-0035,2870-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
1182,072-0005,2815-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1183,004-0018,2811-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1184,073-0070,2469-000,Soccer à 11,LaSalle,Sportif
1185,052-0038,2398-000,Patinoire avec bandes,Lachine,Récréatif
1186,075-0016,2430-006,Soccer à 4-5,Lachine,Sportif
1187,053-0032,0946-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
1188,003-0325,2442-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1189,020-0004,0225-000,Belvédère,Ville-Marie,Loisirs et détente
1190,003-0154,1071-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1191,004-0104,0210-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1192,075-0005,0035-000,Soccer à 4-5,Ahuntsic-Cartierville,Sportif
1193,095-0048,0509-000,Pétanque,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1194,003-0095,1024-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1195,031-0016,2859-000,Étang / lac,Saint-Léonard,Plein air
1196,003-0066,0649-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1197,081-0060,2921-00,Tennis,Verdun,Sportif
1198,013-0012,2431-000,Aire d'exercice canin,Lachine,Loisirs et détente
1199,081-0073,0290-000,Tennis,Le Sud-Ouest,Sportif
1200,063-0009,2907-000,Quai,Verdun,Plein air
1201,002-0016,0085-000,Aire de glissade,Rosemont-La Petite-Patrie,Loisirs et détente
1202,004-0345,0718-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1203,003-0071,0412-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1204,074-0001, ,Soccer / Football,Saint-Laurent,Sportif
1205,004-0413,0495-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1206,052-0017,0236-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
1207,073-0108,2855-000,Soccer à 11,Saint-Léonard,Sportif
1208,073-0085,0679-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1209,076-0072, ,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1210,075-0030,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1211,003-0212,2721-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1212,076-0053,,Soccer à 7,Pierrefonds-Roxboro,Sportif
1213,075-0010,2430-003,Soccer à 4-5,Lachine,Sportif
1214,076-0113,0983-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1215,075-0023,0950-001,Soccer à 4-5,Villeray-Saint-Michel-Parc-Extension,Sportif
1216,003-0280,0172-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1217,050-0006,2797-000,Pataugeoire,Saint-Laurent,Récréatif
1218,020-0006,1053-000,Belvédère,Ville-Marie,Loisirs et détente
1219,074-0008,2430-002,Soccer / Football,Lachine,Sportif
1220,003-0242,2692-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1221,089-0051,2559-000,Volleyball de plage,Montréal-Nord,Récréatif
1222,053-0072,0700-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1223,004-0070,0425-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1224,003-0248,2364-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1225,076-0055,2693-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
1226,053-0066,0348-000,Patinoire sans bandes,Le Sud-Ouest,Récréatif
1227,013-0036,0256-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
1228,053-0046,2660-000,Patinoire sans bandes,Pierrefonds-Roxboro,Récréatif
1229,055-0017,2398-000,Piscine extérieure,Lachine,Récréatif
1230,042-0019,0336-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
1231,073-0019,2391-000,Soccer à 11,Lachine,Sportif
1232,003-0101,2419-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
1233,018-0083,0166-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1234,053-0043, ,Patinoire sans bandes,Ville-Marie,Récréatif
1235,073-0024, ,Soccer à 11,Lachine,Sportif
1236,076-0021,2430-004,Soccer à 7,Lachine,Sportif
1237,003-0445,2563-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
1238,042-0059,2357-000,Jeux d'eau,L'Île-Bizard-Sainte-Geneviève,Récréatif
1239,058-0010,1860-013,Piste d'athlétisme (400m) et équipements,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1240,072-0011,2816-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1241,050-0079,0492-000,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
1242,016-0113,0345-000,Balle,Le Sud-Ouest,Sportif
1243,003-0320,2919-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1244,048-0005,0110-000,Palet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1245,075-0032,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1246,003-0120,0241-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1247,053-0045,0909-000,Patinoire sans bandes,Ville-Marie,Récréatif
1248,085-0001,9502-000,Traversier,L'Île-Bizard-Sainte-Geneviève,Plein air
1249,076-0137,0088-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
1250,021-0045,0482-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1251,016-0040,2398-000,Balle,Lachine,Sportif
1252,003-0085,0020-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1253,004-0117,0127-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1254,003-0081,0002-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1255,086-0001,1806-117,Tyrolienne,Ville-Marie,Plein air
1256,004-0359,0866-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1257,022-0005,2858-000,Boisé,Saint-Léonard,Plein air
1258,095-0081,0077-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1259,003-0203,2653-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1260,003-0424,0921-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1261,052-0119,0059-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1262,053-0070,0961-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1263,016-0118,0961-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1264,063-0017,0121-000,Quai,Mercier-Hochelaga-Maisonneuve,Plein air
1265,032-0018,0088-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1266,052-0083,0158-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1267,052-0046,0219-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1268,042-0109,0687-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1269,003-0112,2424-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
1270,021-0004,0025-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
1271,001-0008,2394-000,Arbri soleil,Lachine,Plein air
1272,095-0067,0679-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1273,003-0418,1106-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1274,069-0006,9502-000,Sentier de raquette,L'Île-Bizard-Sainte-Geneviève,Plein air
1275,003-0426,0695-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
